DANE12_EST,NOMBRE_EST,NIT,DANE12_SED,NOMBRE_SED,ORDEN_DE_S,ZONA,DIRECCION,BARRIO__GE,TELEFONO,EMAIL,WEB,ENFASIS_PA,DISCAPACID,TALENTOS_O,GRUPOS_ETN,REGIMEN_Y,CPF,COD_UPZ,NOMBRE_UPZ,SECTOR_CEN,CODIGO_POS,SECTOR,NATU_JUR,ESTADO,CALENDARIO,GENERO,COD_LOCA,CARACTER_P,ESPECIALID,ESTRATO,CLASE_TIPO,BILINGUE,FECHA
311001109281.00000000000,LICEO Y PREESCOLAR NUESTRA SEÑORA DE LA LUZ,"416072331",311001109281.00000000000,LICEO Y PREESCOLAR NUESTRA SEÑORA DE LA LUZ,A,URBANA,TV 52 C # 1 - 02,LA CAMELIA,"7139348",nuestrasradelaluz@yahoo.com -  infopreescolar@yahoo.com,,,-FISICA-,,,LIBERTAD REGULADA,"0","40",CIUDAD MONTES,"004309","111621","1","13","1","1","5","16","4","13","3","4","4",2023/09/30
311001109389.00000000000,COLEGIO BOLIVARIANO,"802243172",311001109389.00000000000,COLEGIO BOLIVARIANO,A,URBANA,CL 8 SUR # 31 D - 26,SANTA MATILDE,7139938 -- 2022091,colegio.bolivariano@yahoo.com.co,www.colegiobolivariano.com  --  www.colegiobolivariano.edu.co,,-PSICOSOCIAL-,,NEGRITUDES,LIBERTAD REGULADA,"0","40",CIUDAD MONTES,"004209","111631","1","13","1","1","5","16","1","1","3","4","4",2023/09/30
311001109401.00000000000,JARDIN INFANTIL ANGELES TRAVIESOS,"517392244",311001109401.00000000000,JARDIN INFANTIL ANGELES TRAVIESOS,A,URBANA,CL 37 SUR # 52 A - 12,TEJAR,"2303857",nohoralex@yahoo.com.co,www.jardininfantilangelestraviesos.com,,,,,LIBERTAD REGULADA,"0","41",MUZU,"004408","111621","1","13","1","1","5","16","4","13","3","4","4",2023/09/30
311001109567.00000000000,GIMNASIO MODERNO ALEXANDER SUTHERLAND,"9010849034",311001109567.00000000000,GIMNASIO MODERNO ALEXANDER SUTHERLAND,A,URBANA,CL 4 # 53 B - 31,BARCELONA,"4948439",gimalsutherland05@hotmail.com,,,,,,LIBERTAD REGULADA,"0","43",SAN RAFAEL,"004303","111611","1","13","1","1","5","16","4","13","3","4","4",2023/09/30
311001110620.00000000000,INSTITUTO CAMARGO LEON,"794736536",311001110620.00000000000,INSTITUTO CAMARGO LEON,A,URBANA,KR 40 # 29 A - 70 SUR,AUTOPISTA MUZU,"2028254",jaimecarmargomolina@gmail.com,,,,,,LIBERTAD REGULADA,"0","41",MUZU,"004403","111631","1","13","1","5","5","16","1","1","3","4","4",2023/09/30
111001013374.00000000000,COLEGIO ESCUELA NACIONAL DE COMERCIO (IED),"8000273985",111001013374.00000000000,ESCUELA NACIONAL DE COMERCIO,A,URBANA,KR 3 ESTE # 9 - 77,EGIPTO,3424039 -- 2433596,enaldecomercio17@educacionbogota.edu.co,,,FISICA-INTELECTUAL-MULTIPLE-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1709","94",LA CANDELARIA,"003105","111711","2","9","1","1","5","17","1","1","2","1","4",2023/09/30
111001102147.99998474121,COLEGIO INTEGRADA LA CANDELARIA (IED),"8300046356",111001013323.00000000000,LA CONCORDIA,A,URBANA,CL 12 C  # 1 A - 24,LA CONCORDIA,3002067732  --  2438514,cedlacandelaria17@educacionbogota.edu.co,,TURISMO -- PATRIMONIO,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1703","94",LA CANDELARIA,"003104","111711","2","9","1","1","5","17","1","1","7","1","4",2023/09/30
111001102147.99998474121,COLEGIO INTEGRADA LA CANDELARIA (IED),"8300046356",111001013358.00000000000,INTEGRADA LA CANDELARIA,B,URBANA,CL 11 # 2 - 41/61,EGIPTO,3506459  --  2438514,cedlacandelaria17@educacionbogota.edu.co,,,,,,,"0","94",LA CANDELARIA,"003105","111711","2","9","1","1","5","17","4","13","2","1","4",2023/09/30
111001102147.99998474121,COLEGIO INTEGRADA LA CANDELARIA (IED),"8300046356",111001013340.00000000000,LA INMACULADA,C,URBANA,KR 2 # 17 - 65,LAS AGUAS,2438514  --  3411465,cedlacandelaria17@educacionbogota.edu.co,,,INTELECTUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",INDIGENAS,,"1704","94",LA CANDELARIA,"003103","111711","2","9","1","1","5","17","4","13","3","1","4",2023/09/30
311001000271.00000000000,INSTITUTO BOGOTA CENTRO,"193616331",311001000271.00000000000,INSTITUTO BOGOTA CENTRO,A,URBANA,CL 6 B # 3 A - 28,BELEN CENTRO,"2464378",institutobogotacentro@hotmail.com,www.institutobogotacentro.com,,,,INDIGENAS,LIBERTAD VIGILADA,"0","94",LA CANDELARIA,"003204","111711","1","13","1","1","5","17","4","13","2","4","4",2023/09/30
311001000964.00000000000,INSTITUCION EDUCATIVA HOGAR VERACRUZ,"8600298564",311001000964.00000000000,INSTITUCION EDUCATIVA HOGAR VERACRUZ,A,URBANA,CL 12 D # 3 - 47,SAN BERNARDO,3428427 -- 3422432,iehogarveracruz@gmail.com  --  rectoriaiehv@gmail.com,www.hogarveracruz.com,,,,INDIGENAS,LIBERTAD REGULADA,"0","95",LAS CRUCES,"003201","111711","1","3","1","1","5","17","4","13","2","4","4",2023/09/30
311001001391.00000000000,LICEO JULIO CESAR GARCIA,"8600156850",311001001391.00000000000,LICEO JULIO CESAR GARCIA,A,URBANA,CL 12 # 3 - 50,LA CATEDRAL,2433430  --  5664442/45,liceo@ugc.edu.co  --  christian.ferrer@ugc.edu.co  --  juan.garcia1@ugc.edu.co  --  maribel.agudelo@ugc.edu.co,www.ugc.edu.co,,-INTELECTUAL-SORDOCEGUERA-,,INDIGENAS,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003110","111711","1","11","1","1","5","17","1","1","2","4","4",2023/09/30
311001001952.00000000000,COLEGIO DEL SANTISIMO ROSARIO,"8600158341",311001001952.00000000000,COLEGIO DEL SANTISIMO ROSARIO,A,URBANA,KR 4 # 9 - 37,CANDELARIA CENTRO,"7456446",colegiosantisimorosario2013@gmail.com -- carjutopin2010@hotmail.com - colsanrosario@gmail.com,,,-INTELECTUAL-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES O LETRAS-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-OTRO",INDIGENAS,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003106","111711","1","3","1","1","5","17","1","1","3","4","4",2023/09/30
311001003084.00000000000,FUNDACION COLEGIO MAYOR DE SAN BARTOLOME,"8600622872",311001003084.00000000000,FUNDACION COLEGIO MAYOR DE SAN BARTOLOME,A,URBANA,KR 7 # 9 - 96,CENTRO ADMINISTRATIVO,"9191990",secretariageneral@sanbartolome.edu.co -- mayor@sanbartolome.edu.co,www.sanbartolome.edu.co,,,,INDIGENAS,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003106","111711","1","8","1","1","5","17","1","1","7","4","4",2023/09/30
311001005451.00000000000,INSTITUTO DE BACHILLERATO TECNICO COMERCIAL PITAGORAS,"9003897224",311001005451.00000000000,INSTITUTO DE BACHILLERATO TECNICO COMERCIAL PITAGORAS,A,URBANA,KR 5 # 11 - 67,LA CATEDRAL,5665677 -- 3429092,pitagoras@pitagoras.edu.co,www.pitagoras.edu.co,,-MULTIPLE-OTRA,,INDIGENAS-NEGRITUDES,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003110","111711","1","13","1","1","5","17","3","9","2","4","4",2023/09/30
311001006351.00000000000,COLEGIO TIRSO DE MOLINA,"202452097",311001006351.00000000000,COLEGIO TIRSO DE MOLINA,A,URBANA,CL 12 # 4 - 92,LA CATEDRAL,"2439827",coltirsomolina@gmail.com,,,-INTELECTUAL-,,INDIGENAS,LIBERTAD VIGILADA,"0","93",LAS NIEVES,"003110","111711","1","13","1","1","5","17","1","1","2","4","4",2023/09/30
311001009121.00000000000,COLEGIO SALESIANO DE LEON XIII,"8600080100",311001009121.00000000000,COLEGIO SALESIANO DE LEON XIII,A,URBANA,KR 5 # 8 - 36 -- KR 36 # 17 B - 36 PUENTE ARANDA,CANDELARIA CENTRO,3420972 -- 2011008,colegioleon13@sdbcob.org,www.colegiosalesianodeleonxiii.edu.co,,,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",INDIGENAS-NEGRITUDES-RAIZALES,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003106","111711","1","3","1","1","5","17","1","1","3","4","4",2023/09/30
311001009376.00000000000,LICEO NUEVO MUNDO,"202492980",311001009376.00000000000,LICEO NUEVO MUNDO,A,URBANA,KR 4 # 6 D - 38,BELEN,"2464735",liceo_nuevo_mundo@yahoo.com,,,AUDITIVA-MULTIPLE-,,,LIBERTAD VIGILADA,"0","94",LA CANDELARIA,"003203","111711","1","13","1","1","5","17","4","13","3","4","4",2023/09/30
311001017417.00000000000,COLEGIO LOS ANGELES,"8600358630",311001017417.00000000000,COLEGIO LOS ANGELES,A,URBANA,KR 4 # 10 - 40,LA CANDELARIA,2431361 -- 3417329  --  3507433950,colegiodelosangelesbogota@gmail.com,www.colegiodelosangeles.edu.co  --  www.colegiodelosangelesbogota.com,,,-TALENTO EXCEPCIONAL EN ARTES O LETRAS-,,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003106","111711","1","15","1","1","1","17","3","9","3","4","4",2023/09/30
311001028486.00000000000,CENTRO SAGRADO CORAZON,"8600104575",311001028486.00000000000,CENTRO SAGRADO CORAZON,A,URBANA,CL 6 D # 3 A - 60,BELEN,3331241 -- 3330639 -- 3336260  --  7042923,csccorazon@hotmail.com - cscorazon@yahoo.com.ar  --  cscorazonpij@gmail.com,,,,,,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003204","111711","1","3","1","1","1","17","4","13","2","4","4",2023/09/30
311001091561.00000000000,JARDIN INFANTIL TORRECITAS DEL SABER,"416985812",311001091561.00000000000,JARDIN INFANTIL TORRECITAS DEL SABER,A,URBANA,KR 2 # 16 A - 38,LAS AGUAS,3000774  --  7041110,torrecitasdelsaber@hotmail.com,,,-INTELECTUAL-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003103","111711","1","13","1","1","5","17","4","13","3","4","4",2023/09/30
311001092435.00000000000,CENTRO EDUCATIVO LIBERTAD,"8001919701",311001092435.00000000000,CENTRO EDUCATIVO LIBERTAD,A,URBANA,CL 7 # 3 - 37,BELEN,2802713  --  3332113,celcolvero@gmail.com  --  directoracel@hotmail.com,www.ceal.com.co,,,,,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003203","111711","1","15","1","1","5","17","1","1","2","4","4",2023/09/30
311001097216.00000000000,COLEGIO DE INTEGRACION ESCOLAR LUZ Y VIDA,"8001998184",311001097216.00000000000,COLEGIO DE INTEGRACION ESCOLAR LUZ Y VIDA,A,URBANA,KR 8 # 6 B - 38,LA CANDELARIA CENTRO,2805215  --  3154947946,colegiointegracionluzyvida@hotmail.com  --  colegiointregracionluzyvida@hotmail.com,,,-INTELECTUAL-,,,LIBERTAD REGULADA,"0","94",LA CANDELARIA,"003203","110321","1","5","1","1","5","17","4","13","2","4","4",2023/09/30
311001800146.00000000000,COLEGIO HUMANISTA ALEXANDRE PETION,"9011011182",311001800146.00000000000,COLEGIO HUMANISTA ALEXANDRE PETION,A,URBANA,CL 7 # 3 - 27  --  KR 3 # 6 D - 67,BELEN,3124851083  --  3142545642,agoraincca@gmail.com  --  oscar89tc@hotmail.com,,,-INTELECTUAL-MULTIPLE-PSICOSOCIAL-OTRA,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES O LETRAS-",INDIGENAS-NEGRITUDES,LIBERTAD VIGILADA,"0","94",LA CANDELARIA,"003203","111711","1","5","1","1","5","17","1","1","7","4","4",2023/09/30
111001010928.00000000000,COLEGIO RESTREPO MILLAN (IED),"9000179422",111001010928.00000000000,RESTREPO MILLAN,A,URBANA,CL 40 SUR # 23 - 25,QUIROGA SUR,2053030  --  2053498  --  7675358,colnarestrepomilla18@educacionbogota.edu.co,,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1846","39",QUIROGA,"002204","111811","2","9","1","1","5","18","1","1","3","1","4",2023/09/30
111001010928.00000000000,COLEGIO RESTREPO MILLAN (IED),"9000179422",111001014915.00000000000,ISABEL II DE INGLATERRA,B,URBANA,CL 41 SUR # 26 - 20,INGLES,2799272 -- 7694861,colnarestrepomilla18@educacionbogota.edu.co,,,AUDITIVA-INTELECTUAL-MULTIPLE-VISUAL,TALENTO EXCEPCIONAL EN ARTES Y LETRAS,AFRODESCENDIENTES,,"1821","39",QUIROGA,"002307","111811","2","9","1","1","5","18","4","13","3","1","4",2023/09/30
111001010928.00000000000,COLEGIO RESTREPO MILLAN (IED),"9000179422",111001017973.00000000000,EL PESEBRE,C,URBANA,AV CARACAS # 38 - 02 SUR,GRANJAS SAN PABLO,2053030  --  7607014,colnarestrepomilla18@educacionbogota.edu.co,,,INTELECTUAL-MULTIPLE,CAPACIDADES EXCEPCIONALES,AFRODESCENDIENTES-NEGRITUDES,,"1814","53",MARCO FIDEL SUAREZ,"002504","111821","2","9","1","1","5","18","4","13","2","1","4",2023/09/30
111001010928.00000000000,COLEGIO RESTREPO MILLAN (IED),"9000179422",111001014583.00001525879,GABRIELA MISTRAL,D,URBANA,CL 39 SUR # 24 - 36,QUIROGA IX ETAPA,"2798256",colnarestrepomilla18@educacionbogota.edu.co,,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL,CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1817","39",QUIROGA,"002307","111811","2","9","2","1","5","18","4","13","3","1","4",2023/09/30
111001011029.00001525879,COLEGIO REINO DE HOLANDA (IED),"8300825637",111001011029.00001525879,REINO DE HOLANDA,A,URBANA,TV 16 D # 46 - 35 SUR,MARCO FIDEL SUAREZ I,2795097 -- 2794760,cedreinodeholanda18@educacionbogota.edu.co  --  colreinodeholanda18@gmail.com,,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1827","53",MARCO FIDEL SUAREZ,"001415","111831","2","9","1","1","5","18","1","1","2","1","4",2023/09/30
111001011029.00001525879,COLEGIO REINO DE HOLANDA (IED),"8300825637",111001018091.00000000000,MARCO FIDEL SUAREZ,B,URBANA,DG 46 SUR # 12 F - 30,MARCO FIDEL SUAREZ,"2799250",cedreinodeholanda18@educacionbogota.edu.co  --  colreinodeholanda18@gmail.com,,,INTELECTUAL-MULTIPLE,TALENTO EXCEPCIONAL EN ARTES Y LETRAS,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1832","53",MARCO FIDEL SUAREZ,"002502","111831","2","9","1","1","5","18","4","13","3","1","4",2023/09/30
111001011029.00001525879,COLEGIO REINO DE HOLANDA (IED),"8300825637",111001107823.99998474121,PARROQUIAL SAN JUDAS TADEO,D,URBANA,TV 13 G # 45 G - 25 SUR,MARCO FIDEL SUAREZ,2797630/90,cedreinodeholanda18@educacionbogota.edu.co  --  colreinodeholanda18@gmail.com,,,AUDITIVA-INTELECTUAL-MULTIPLE-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"0","53",MARCO FIDEL SUAREZ,"002502","111811","2","9","1","1","5","18","4","13","3","1","4",2023/09/30
111001011819.00000000000,COLEGIO LICEO FEMENINO DE CUNDINAMARCA MERCEDES NARIÑO (IED),"8600229016",111001011819.00000000000,LICEO FEMENINO DE CUNDINAMARCA MERCEDES NARIÑO,A,URBANA,AV CARACAS # 23 - 24 SUR,SAN JOSE SUR,2726302 -- 2392741,lfemeninocund@educacionbogota.edu.co liceofemeninomn@gmail.com,www.lifemena.jomdo.com,LENGUA EXTRANJERA--INGLES--FRANCES,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL E",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1856","36",SAN JOSE,"001401","111821","2","9","1","1","1","18","1","1","3","1","4",2023/09/30
111001012611.00000000000,COLEGIO BRAVO PAEZ (IED),"8605324228",111001012611.00000000000,BRAVO PAEZ,A,URBANA,CL 37 SUR # 23 - 51,QUIROGA SUR,2057130  --  2057376,cedbravopaez18@educacionbogota.edu.co  --  colbravopaez@gmail.com,,EDUCACION FISICA,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1805","39",QUIROGA,"002204","111811","2","9","1","1","5","18","1","1","3","1","4",2023/09/30
111001012815.00000000000,COLEGIO QUIROGA ALIANZA (IED),"8300044826",111001012815.00000000000,QUIROGA ALIANZA,A,URBANA,KR 23 # 35 - 20 SUR,QUIROGA CENTRAL,2727097--7142264--3043997153,cedquirogaalianza18@educacionbogota.edu.co  --  colquirogaalianza18@gmail.com,,ADMINISTRA--CONTABILIDAD,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1841","39",QUIROGA,"002203","111811","2","9","1","1","5","18","1","1","3","1","4",2023/09/30
111001012971.00000000000,COLEGIO RAFAEL DELGADO SALGUERO (IED),"8300582506",111001012971.00000000000,GENERAL PAEZ,A,URBANA,KR 26 B # 35 B - 49 SUR,BRAVO PAEZ,7271937 -- 2020955 -- 7270741,escdigeneralpaez18@educacionbogota.edu.co,www.colegiorafaeldelgado.edu.co,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS,INDIGENAS,,"1818","39",QUIROGA,"002306","111811","2","9","1","1","5","18","1","1","3","1","4",2023/09/30
111001012971.00000000000,COLEGIO RAFAEL DELGADO SALGUERO (IED),"8300582506",111001014604.99998474121,MATER ADMIRABILIS,B,URBANA,CL 40 SUR # 31 – 81,INGLES,2302998 -- 7271937,escdigeneralpaez18@educacionbogota.edu.co,www.colegiorafaeldelgado.edu.co,,FISICA-INTELECTUAL,TALENTO CIENTIFICO,NEGRITUDES,,"1834","39",QUIROGA,"002307","111811","2","9","1","1","5","18","4","13","3","1","4",2023/09/30
111001012971.00000000000,COLEGIO RAFAEL DELGADO SALGUERO (IED),"8300582506",111001110680.00000000000,ESCUELA HOGAR BRAVO PAEZ,C,URBANA,KR 26 # 35 A - 38 SUR,BRAVO PAEZ,"7271937",escdigeneralpaez18@educacionbogota.edu.co,www.colegiorafaeldelgado.edu.co,,FISICA-INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",INDIGENAS-NEGRITUDES,,"0","39",QUIROGA,"002306","111811","2","9","1","1","5","18","4","13","3","1","4",2023/09/30
111001013811.00000000000,COLEGIO SAN AGUSTIN (IED),"8300479552",111001013811.00000000000,SAN AGUSTIN,A,URBANA,CL 50 A SUR # 5 C - 40,LA PICOTA,2793580  --  5671091  --  5671121,cedsanagustin18@educacionbogota.edu.co  --  colsanagustin18ied@gmail.com,www.iedsanagustin.com.co,COMUNICACIÓN SOCIAL --TECNOLOGIA EN INFORMATICA,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-PALENQUEROS,,"1848","55",DIANA TURBAY,"002511","111841","2","9","1","1","5","18","1","1","2","1","4",2023/09/30
111001013811.00000000000,COLEGIO SAN AGUSTIN (IED),"8300479552",111001107719.00000000000,SANTO TORIBIO DE MOGROVEJO,B,URBANA,CL 49 A SUR # 5 A - 37,SAN AGUSTIN,5670053  --  2793971,cedsanagustin18@educacionbogota.edu.co  --  colsanagustin18ied@gmail.com,www.iedsanagustin.com.co,,INTELECTUAL-MULTIPLE,TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,AFRODESCENDIENTES-INDIGENAS,,"0","55",DIANA TURBAY,"002537","111841","2","9","1","1","5","18","4","13","2","1","4",2023/09/30
111001014028.00000000000,COLEGIO REPUBLICA FEDERAL DE ALEMANIA (IED),"8300341821",111001014028.00000000000,REPUBLICA FEDERAL DE ALEMANIA,A,URBANA,KR 24 # 44 - 05 SUR  --  KR 23 B # 44 - 05 SUR,S. C. SANTA LUCIA,7142428 -- 7142585 -- 2799616,cedrepfederaldeal18@educacionbogota.edu.co,,,FISICA-INTELECTUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-NEGRITUDES,,"1844","39",QUIROGA,"002205","111811","2","9","1","1","5","18","1","1","3","1","4",2023/09/30
111001014591.00000000000,COLEGIO MANUEL DEL SOCORRO RODRIGUEZ (IED),"8300346039",111001014591.00000000000,MANUEL DEL SOCORRO RODRIGUEZ,A,URBANA,TV 23 # 44 - 90 SUR,S. C. SANTA LUCIA,"2798736",cedmanueldelsocor18@educacionbogota.edu.co,www.comanueldelsocorrorodriguez.edu.co,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-SORDOCEGUERA-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1830","39",QUIROGA,"002205","111811","2","9","1","1","5","18","1","1","3","1","4",2023/09/30
111001014591.00000000000,COLEGIO MANUEL DEL SOCORRO RODRIGUEZ (IED),"8300346039",111001012645.00000000000,REPUBLICA DE ISRAEL,B,URBANA,KR 27 # 45 - 35 SUR,CLARET,"2797825",cedmanueldelsocor18@educacionbogota.edu.co,,,AUDITIVA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",INDIGENAS,,"1845","39",QUIROGA,"002308","111811","2","9","1","1","5","18","4","13","3","1","4",2023/09/30
111001014664.00001525879,COLEGIO EL LIBERTADOR (IED),"8300853168",111001014664.00001525879,EL LIBERTADOR,A,URBANA,CL 32 SUR # 24 B - 20,LIBERTADOR,7274840  --  7201198  --  2025333,cedellibertador18@educacionbogota.edu.co -- collibertador@gmail.com,,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,TALENTO EXCEPCIONAL EN ARTES Y LETRAS,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1812","39",QUIROGA,"002305","111811","2","9","1","1","5","18","3","12","3","1","4",2023/09/30
111001014664.00001525879,COLEGIO EL LIBERTADOR (IED),"8300853168",111001014672.00000000000,MANUEL MURILLO TORO,B,URBANA,CL 33 SUR # 31 - 10,MURILLO TORO,"7274840",cedellibertador18@educacionbogota.edu.co -- collibertador@gmail.com,,,AUDITIVA-INTELECTUAL-MULTIPLE,CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"1831","39",QUIROGA,"002310","111811","2","9","1","1","5","18","3","12","3","1","4",2023/09/30
111001014664.00001525879,COLEGIO EL LIBERTADOR (IED),"8300853168",111001014656.00000000000,JUAN DEL RIZZO,C,URBANA,KR 26 # 29 - 45 SUR,S.C. LIBERTADOR,"2027213",cedellibertador18@educacionbogota.edu.co -- collibertador@gmail.com,,,INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",INDIGENAS,,"1823","39",QUIROGA,"002305","111811","2","9","1","1","5","18","3","12","3","1","4",2023/09/30
